Treaty,Country,Status,Signed,Ratified,Entered into force,"Reservations, understandings, and declarations","Reservations, understandings, and declarations text"
International Health Regulations,GRD,Party,,,2007-06-15,,
International Health Regulations,GTM,Party,,,2007-06-15,,
International Health Regulations,GIN,Party,,,2007-06-15,,
International Health Regulations,GNB,Party,,,2007-06-15,,
International Health Regulations,GUY,Party,,,2007-06-15,,
International Health Regulations,HTI,Party,,,2007-06-15,,
International Health Regulations,HND,Party,,,2007-06-15,,
International Health Regulations,HUN,Party,,,2007-06-15,,
International Health Regulations,ISL,Party,,,2007-06-15,,
International Health Regulations,IND,Party,,,2007-08-08,Reservation,"I am directed to refer to Reservations in respect of India mentioned in Annexure-II to IHR 1969
(Revised up to 1983) {copy enclosed} and to request you to notify the following Reservations in respect of India for notification under Article 62 of the recently circulated IHR 2005:-
Proposed Reservation to IHR 2005:-
1. The Government of India reserves the right to consider the whole territory of a country as infected with yellow fever whenever yellow fever has been notified under Article 6 and other relevant articles in this regard of IHR (2005). The Government of India reserves the right to continue to regard an area as infected with yellow fever until there is definite evidence that yellow-fever infection has been completely eradicated from that area.
2. Yellow Fever disease will be treated as disease of Public health emergency of international concern and all health measures being applied presently like disinsection of conveyance, vaccination requirements and quarantine of passengers and crew (as may be required) (as per Article 7, 9.2(b), 42 and relevant annexures) will be continued as has been stipulated under Annex-II of IHR-1969 (Revised in 1983). "
International Health Regulations,IDN,Party,,,2007-06-15,,
International Health Regulations,IRN,Party,,,2007-06-15,,"The Permanent Mission of the Islamic Republic of Iran to the United Nations Office and other International Organizations in Geneva presents its compliments to the World Health Organization and with reference to note verbale No. C.L.2.2007 dated 17 January 2007 concerning the Reservation and Understandings of the Government of the United States of America on the International Health Regulations (IHR), has the honor to convey the official objection of the Government of the Islamic Republic of Iran to the same Reservation and Understandings, based on the following:
According to the IHR, while “States may make reservations to these Regulations”, “such reservations shall not be incompatible with the object and purpose of these regulations”. Furthermore, in accordance with the IHR, “the implementation of these Regulations shall be guided by the goal of their universal application for the protection of all people of the world from the international spread of disease”. The Government of the Islamic Republic of Iran believes that, by giving more prominence to federalism than its obligations under the IHR, the reserving Government attempts to evade its due responsibilities and obligations. The aforementioned Government, by adopting a selective approach, provides its states with the option of exempting themselves from full compliance with the provisions of the IHR. Since implementation of the IHR largely depends on the development, strengthening and maintenance of the core capacity requirements set forth in Annex 1, reservation of such a general
nature leads to undermining the IHR foundations as well as its integrity and universal applicability. Such reservation is considered to be incompatible with the object and purpose of these Regulations and is, therefore, unacceptable.
Moreover, the understandings and interpretations assumed by a government, too, should not affect the obligations to be undertaken by that government and must not be incompatible with the object and purpose of the Regulations.
As regards to the first Understanding of the reserving Government, it must be recalled that the majority of W.H.O. Member States participating in the IHR negotiations, categorically rejected the inclusion of the related interpretation within the provisions of the IHR. Their rejections were
prompted to avoid confusion over respective obligations of the State Parties under the IHR and to preempt overlapping of the competencies and duplication of work among the relevant intergovernmental organizations or international bodies. Article 6.1 and 14.2 of the IHR address such concerns.
The second Understanding attempts to dilute the obligations of the U.S. Government under the IHR. It is an attempt to place national interests above the treaty obligations by excluding the U.S. Armed Forces from the IHR bindings. The universal applicability of the IHR for the protection of all
peoples of the world from the international spread of diseases leaves no room for exempting the American Armed Forces, in particular those operating abroad. Such an exemption could not be conceded to, taking into account the nature, direction and possible public health consequences of the U.S. Armed Forces operations. It should be recalled that during IHR negotiations, the majority of W.H.O. Member States strongly rejected the above exclusion proposed by the U.S. Government. It is, therefore, in violation of the U.S. obligations under the IHR and is incompatible with the object and purpose of these regulations, to which the Government of the Islamic Republic of Iran strongly objects.
The Government of the Islamic Republic of Iran reiterates that it does not consider the Reservation and the two Understandings stated by the U.S. Government, as legally binding."
International Health Regulations,IRQ,Party,,,2007-06-15,,
International Health Regulations,IRL,Party,,,2007-06-15,,
International Health Regulations,ISR,Party,,,2007-06-15,,
International Health Regulations,ITA,Party,,,2007-06-15,,
International Health Regulations,JAM,Party,,,2007-06-15,,
International Health Regulations,JPN,Party,,,2007-06-15,,
International Health Regulations,JOR,Party,,,2007-06-15,,
International Health Regulations,KAZ,Party,,,2007-06-15,,
International Health Regulations,KEN,Party,,,2007-06-15,,
International Health Regulations,KIR,Party,,,2007-06-15,,
International Health Regulations,XXK,Non-party,,,,,
International Health Regulations,KWT,Party,,,2007-06-15,,
International Health Regulations,KGZ,Party,,,2007-06-15,,
International Health Regulations,LAO,Party,,,2007-06-15,,
International Health Regulations,LVA,Party,,,2007-06-15,,
International Health Regulations,LBN,Party,,,2007-06-15,,
International Health Regulations,LSO,Party,,,2007-06-15,,
International Health Regulations,LBR,Party,,,2007-06-15,,
International Health Regulations,LBY,Party,,,2007-06-15,,
International Health Regulations,LIE,Party,,,2012-03-28,,
International Health Regulations,LTU,Party,,,2007-06-15,,
International Health Regulations,LUX,Party,,,2007-06-15,,
International Health Regulations,MDG,Party,,,2007-06-15,,
International Health Regulations,MWI,Party,,,2007-06-15,,
International Health Regulations,MYS,Party,,,2007-06-15,,
International Health Regulations,MDV,Party,,,2007-06-15,,
International Health Regulations,MLI,Party,,,2007-06-15,,
International Health Regulations,MLT,Party,,,2007-06-15,,
International Health Regulations,MHL,Party,,,2007-06-15,,
International Health Regulations,MRT,Party,,,2007-06-15,,
International Health Regulations,MUS,Party,,,2007-06-15,,
International Health Regulations,MEX,Party,,,2007-06-15,,
International Health Regulations,FSM,Party,,,2007-06-15,,
International Health Regulations,MCO,Party,,,2007-06-15,,
International Health Regulations,MNG,Party,,,2007-06-15,,
International Health Regulations,MNE,Party,,,2008-02-05,,
International Health Regulations,MAR,Party,,,2007-06-15,,
International Health Regulations,MOZ,Party,,,2007-06-15,,
International Health Regulations,MMR,Party,,,2007-06-15,,
International Health Regulations,NAM,Party,,,2007-06-15,,
International Health Regulations,NRU,Party,,,2007-06-15,,
International Health Regulations,NPL,Party,,,2007-06-15,,
International Health Regulations,NLD,Party,,,2007-06-15,,
International Health Regulations,NCL,Non-party,,,,,
International Health Regulations,NZL,Party,,,2007-06-15,,
International Health Regulations,NIC,Party,,,2007-06-15,,
International Health Regulations,NER,Party,,,2007-06-15,,
International Health Regulations,NGA,Party,,,2007-06-15,,
International Health Regulations,NIU,Party,,,2007-06-15,,
International Health Regulations,PRK,Party,,,2007-06-15,,
International Health Regulations,MKD,Party,,,2007-06-15,,
International Health Regulations,NOR,Party,,,2007-06-15,,
International Health Regulations,OMN,Party,,,2007-06-15,,
International Health Regulations,PAK,Party,,,2007-06-15,,
International Health Regulations,PLW,Party,,,2007-06-15,,
International Health Regulations,PSE,Non-party,,,,,
International Health Regulations,PAN,Party,,,2007-06-15,,
International Health Regulations,PNG,Party,,,2007-06-15,,
International Health Regulations,PRY,Party,,,2007-06-15,,
International Health Regulations,PER,Party,,,2007-06-15,,
International Health Regulations,PHL,Party,,,2007-06-15,,
International Health Regulations,POL,Party,,,2007-06-15,,
International Health Regulations,PRT,Party,,,2007-06-15,Understanding / Declaration,"Declaration of the Presidency of the Council of the European Union (EU) on the reservation of
the Government of the United States of America concerning the International Health
Regulations

The International Health Regulations (IHR) are a very effective tool for reinforcing the connection between the surveillance systems and in establishing rapid reaction mechanisms. The EC and its 27 Member States have strongly supported the revised IHR, which recently came into force, and we will
continue this support for the implementation of the IHR in full and without restrictions.
The EC and its 27 Member States take note of the above mentioned reservation and declare that they understand it to mean that, in accordance with the principle that a Party may not invoke the provisions of its internal law as justification for its failure to perform its international obligations, this reservation in no way intends to question the obligations stemming from the IHR. The EC and its 27 Member
States understand that the Federal Government of the United States of America fully recognises those obligations and that it will exercise every effort to ensure that the provisions of the IHR are fully implemented and given full effect by the pertinent authorities in the United States of America.

Declaration of the Presidency of the Council of the European Union (EU) on the statement of the Government of Turkey concerning the International Health Regulations
The International Health Regulations (IHR) are a very effective tool for reinforcing the connection between the surveillance systems and in establishing rapid reaction mechanisms. The EC and its 27
Member States have strongly supported the revised IHR, which recently came into force, and we will continue this support for the implementation of the IHR in full and without restrictions.
The EC and its 27 Member States take note of Turkey's intention to implement the provisions of the IHR in accordance with the Convention regarding the regime of the Straits, signed at Montreux on 20 July 1936.
The EC and its 27 Member States understand the desire of the Turkish authorities to respect their international obligations, such as the Montreux Convention regarding traffic in the Straits. In this respect they would like to refer to Article 57 of the IHR, which provides that States parties recognize that the IHR and other relevant international agreements should be interpreted so as to be compatible.
The provisions of the IHR shall not affect the rights and obligations of any State party deriving from other international agreements.
Concerning the reference by Turkey to internal legislation which has no direct bearing on the implementation of the IHR, the EC and its 27 Member States understand that Turkey will ensure that the application of its internal legislation fully respects the letter and spirit of the IHR and the regime of freedom of navigation in the Straits as established by the Montreux Convention.

Declaration of the Presidency of the Council of the European Union (EU) on the reservation of the Government of India concerning the International Health Regulations
The International Health Regulations (IHR) are a very effective tool for reinforcing the connection between the surveillance systems and in establishing rapid reaction mechanisms. The EC and its 27
Member States have strongly supported the revised IHR, which recently came into force, and we will continue this support for the implementation of the IHR in full and without restrictions.
The EC and its 27 Member States understand the willingness of the Government of India to apply strong measures in order to keep the territory of India free of yellow fever. The EC and its 27 Member
States recognise the challenges in ensuring the surveillance and protection of such a large territory, considering the existence of factors (e.g. presence of aedes) which may facilitate the spread of contamination.
The EC and its 27 Member States nevertheless expect that this reservation will be implemented in a reasonable way, considering the potentially unnecessary interference it could have with international
traffic and trade from the largest part of the geographical territory of the EC in the case of a yellow fever outbreak in an outermost region of the EU or in a non-European part of a Member State of the EC (e.g. Guyana, Antilles). The fact that the Government of India considers yellow fever to be a notifiable disease should not trigger disproportionate control measures.
The commitment of the EC and its 27 Member States to ensure the rapid and comprehensive implementation of the IHR will reinforce the measures already implemented to maintain the whole territory of the EC free of yellow fever. "
International Health Regulations,PRI,Non-party,,,,,
International Health Regulations,QAT,Party,,,2007-06-15,,
International Health Regulations,MDA,Party,,,2007-06-15,,
International Health Regulations,COG,Party,,,2007-06-15,,
International Health Regulations,ROU,Party,,,2007-06-15,,
International Health Regulations,RUS,Party,,,2007-06-15,,
International Health Regulations,RWA,Party,,,2007-06-15,,
International Health Regulations,KNA,Party,,,2007-06-15,,
International Health Regulations,LCA,Party,,,2007-06-15,,
International Health Regulations,VCT,Party,,,2007-06-15,,
International Health Regulations,WSM,Party,,,2007-06-15,,
International Health Regulations,SMR,Party,,,2007-06-15,,
International Health Regulations,STP,Party,,,2007-06-15,,
International Health Regulations,SAU,Party,,,2007-06-15,,
International Health Regulations,SEN,Party,,,2007-06-15,,
International Health Regulations,SRB,Party,,,2007-06-15,,
International Health Regulations,SYC,Party,,,2007-06-15,,
International Health Regulations,SLE,Party,,,2007-06-15,,
International Health Regulations,SGP,Party,,,2007-06-15,,
International Health Regulations,SVK,Party,,,2007-06-15,,
International Health Regulations,SVN,Party,,,2007-06-15,,
International Health Regulations,SLB,Party,,,2007-06-15,,
International Health Regulations,SOM,Party,,,2007-06-15,,
International Health Regulations,ZAF,Party,,,2007-06-15,,
International Health Regulations,KOR,Party,,,2007-06-15,,
International Health Regulations,SDN,Party,,,2007-06-15,,
International Health Regulations,ESP,Party,,,2007-06-15,,
International Health Regulations,LKA,Party,,,2007-06-15,,
International Health Regulations,SSD,Party,,,2013-04-16,,
International Health Regulations,SUR,Party,,,2007-06-15,,
International Health Regulations,SWE,Party,,,2007-06-15,,
International Health Regulations,CHE,Party,,,2007-06-15,,
International Health Regulations,SYR,Party,,,2007-06-15,,
International Health Regulations,TJK,Party,,,2007-06-15,,
International Health Regulations,THA,Party,,,2007-06-15,,
International Health Regulations,TLS,Party,,,2007-06-15,,
International Health Regulations,TGO,Party,,,2007-06-15,,
International Health Regulations,TKL,Non-party,,,,,
International Health Regulations,TON,Party,,,2007-06-15,Understanding / Declaration,"Following their adoption by the World Health Assembly in May 2005, the International Health Regulations (IHR) 2005 will enter into force on 15 June 2007.
The Kingdom of Tonga supports the important contribution the IHR 2005 will make to the strengthening of national and global systems for the protection of public health from the spread of disease.
The Kingdom of Tonga understands that in order to be effective, the IHR 2005 will need to operate at various levels within each country, as well as between countries internationally and the World Health Organization. With this in mind, Tonga has, with support from regional partners including WHO, taken a number of steps to prepare for the entry into force of the new regime. However, it is not possible to confirm that all the required adjustments will be able to be achieved by 15 June 2007.
Therefore, on behalf of the Kingdom of Tonga, and in accordance with paragraph 3 of Article 59 of the IHR 2005, I declare that the following adjustments may not be completed by June 2007.
The outstanding adjustments are as follows:
1. Complete the review of the Public Health Act 1992 to ensure legislative consistency with the IHR 2005;
2. Strengthen existing systems for the regular, national reporting of notifiable diseases, including the reporting of any events of potential public health significance, irrespective of their source;
3. Various enhancements to border health protection functions, including improved reporting and response capacities for public health events at Fua'amotu Airport and surveillance and control of vector/reservoir species at Fua'amotu airport and the seaport at Nuku'alofa.
The Kingdom of Tonga is, and will remain, committed to playing its part in the collective actions that contribute to the protection of public health for all people of the world. It is my intention that the outstanding adjustments will be achieved by 31 December 2007, and certainly no later than 15 June
2008. "
International Health Regulations,TTO,Party,,,2007-06-15,,
International Health Regulations,TUN,Party,,,2007-06-15,,
International Health Regulations,TUR,Party,,,2007-06-15,"Understanding / Declaration,Reply","Statement made by the Republic of Turkey on 14 December 2006

Turkey will implement the provisions of the International Health Regulations in accordance with the Convention regarding the regime of the Turkish Straits, signed at Montreux on 20 July 1936, as well as by taking into account Turkish 1998 Maritime Traffic Regulations for the Turkish Straits and any future revisions to be made thereto.

Reply dated 1 March 2007 to the Note Verbale from the Permanent Mission of Greece dated 24 January 2007:
The Maritime Traffic Regulations for the Turkish Straits have been put into effect taking into account Turkey's obligations and rights arising from the Montreux Convention. The said Regulations do not contain any element that is in contravention of international law or International Maritime Organization's (IMO) Rules and Recommendations and are being implemented accordingly.
The measures taken in the Turkish Straits in accordance with the said Regulations are aimed at improving the safety of navigation, human life, cultural and environmental heritage. Moreover, the safety measures are needed vis-à-vis the risks and dangers of passage of the increased number of tanker traffic in the Straits.
Turkey has duly informed IMO of the safety measures taken in the Straits. Besides, Traffic Separation Schemes and Reporting System, established within the framework of the Turkish Straits Regulations, were adopted by IMO together with some other rules in 1995.
Furthermore, the Maritime Safety Committee of the IMO confirmed at its 71st session on May 1999 that the routeing system and the associated IMO Rules and Recommendations relating to the Turkish Straits have proven to be effective and successful and had contributed significantly to an increase in safety and a reduction of the risk of collisions.
The Turkish Straits Vessel Traffic Services which have been functioning since 31 December 2003 within the framework of the Montreux Convention, IMO Rules and the Turkish Straits Regulations, provide traffic arrangements successfully with high standard technical equipment and
qualified expert personnel.
Accordingly, the arguments in the above-mentioned Note of the Permanent Mission of Greece are unfounded and the statement of Turkey registered in our Note dated 14 December 2006 (Ref. no: 520.20/2006/BMCO DT/12201) remains unchanged and valid. 

Reply dated 18 May 2007 to the Note Verbale from the Permanent Mission of Greece dated 16 April 2007:
The Permanent Mission of the Republic of Turkey to the United Nations Office at Geneva and other International Organizations in Switzerland presents its compliments to the Director-General of the World Health Organization (WHO) and with reference to the latter's Note dated 9 May 2007 (Ref. no: C.L.22.2007) and the Note enclosed therein of the Permanent Mission of Greece dated 16 April 2007 (Ref. no: 6395(3160)/22/AS 783) has the honour to inform the Director-General of the following.
The Permanent Mission of the Republic of Turkey would like to underline that the statement in this Mission's Note of December 14, 2006 (No: 520.20/BMCO DT/12201) was a factual representation of the state of affairs.
Furthermore, the Permanent Mission would like to point out that the arguments and assertions raised in the Greek Delegation's above-mentioned Note are unfounded. Turkey's position on the Maritime Traffic Regulations for the Turkish Straits is also acknowledged by the International Maritime Organization (IMO) and remains unchanged. In fact, Turkish Straits Vessel Traffic Services (TSVTS) center is effectively providing traffic information, navigational assistance and traffic organization under the existing regulations to all vessels passing through the Straits.
As to the terminology used when referring to the Montreux Convention, the Permanent Mission, with all due respect to the wording of the said Convention, would like to emphasize the fact that the Straits subject of the said Convention are the ""Turkish Straits"", namely, the ""Strait of İstanbul"" and the ""Strait of Çanakkale"". "
International Health Regulations,TKM,Party,,,2007-06-15,,
International Health Regulations,TUV,Party,,,2007-06-15,,
International Health Regulations,UGA,Party,,,2007-06-15,,
International Health Regulations,UKR,Party,,,2007-06-15,,
International Health Regulations,ARE,Party,,,2007-06-15,,
International Health Regulations,GBR,Party,,,2007-06-15,,
International Health Regulations,TZA,Party,,,2007-06-15,,
International Health Regulations,USA,Party,,,2007-07-18,"Reservation,Understanding / Declaration","The Mission, by means of this note, informs the Acting Director-General of the World Health Organization that the Government of the United States of America accepts the IHRs, subject to the reservation and understandings referred to below.
The Mission, by means of this note, and in accordance with Article 22 of the Constitution of the World Health Organization and Article 59(1) of the IHRs, submits the following reservation on behalf of the Government of the United States of America:
The Government of the United States of America reserves the right to assume obligations under these Regulations in a manner consistent with its fundamental principles of federalism. With respect to obligations concerning the development, strengthening, and maintenance of the core capacity requirements set forth in Annex 1, these Regulations shall be implemented by the Federal Government or the state governments, as appropriate and in accordance with our Constitution, to the extent that the implementation of these obligations comes under the legal jurisdiction of the Federal Government. To the extent that such obligations come under the legal jurisdiction of the state governments, the Federal Government shall bring such obligations with a favorable recommendation to the notice of the appropriate state authorities.
The Mission, by means of this note, also submits three understandings on behalf of the Government of the United States of America. The first understanding relates to the application of the IHRs to incidents involving natural, accidental or deliberate release of chemical, biological or radiological materials:
In view of the definitions of “disease,” “event,” and “public health emergency of international concern” as set forth in Article 1 of these Regulations, the notification requirements of Articles 6 and 7, and the decision instrument and guidelines set forth in Annex 2, the United States understands that States Parties to these Regulations have assumed an obligation to notify to WHO potential public health emergencies of international concern, irrespective of origin or source, whether they involve the natural, accidental or deliberate release of biological, chemical or radionuclear materials.
The second understanding relates to the application of Article 9 of the IHRs:
Article 9 of these Regulations obligates a State Party “as far as practicable” to notify the World Health Organization (WHO) of evidence received by that State of a public health risk occurring outside of its
territory that may result in the international spread of disease. Among other notifications that could prove to be impractical under this article, it is the United States' understanding that any notification that would undermine the ability of the U.S. Armed Forces to operate effectively in pursuit of U.S. national security interests would not be considered practical for purposes of this Article.
The third understanding relates to the question of whether the IHRs create judicially enforceable private rights. Based on its delegation's participation in the negotiations of the IHRs, the Government of the United States of America does not believe that the IHRs were intended to create judicially enforceable private rights: The United States understands that the provisions of the Regulations do not create judicially enforceable private rights."
International Health Regulations,URY,Party,,,2007-06-15,,
International Health Regulations,UZB,Party,,,2007-06-15,,
International Health Regulations,VUT,Party,,,2007-06-15,,
International Health Regulations,VAT,Party,,,2007-06-15,,
International Health Regulations,VEN,Party,,,2007-06-15,,
International Health Regulations,VNM,Party,,,2007-06-15,,
International Health Regulations,YEM,Party,,,2007-06-15,,
International Health Regulations,ZMB,Party,,,2007-06-15,,
International Health Regulations,ZWE,Party,,,2007-06-15,,
World Trade Organization,AFG,Party,2015-12-17,2016-06-29,2016-07-29,,
World Trade Organization,ALB,Party,2000-07-17,2000-08-09,2000-09-08,,
World Trade Organization,DZA,Observer,1994-04-15,,,,
World Trade Organization,AND,Observer,,,,,
World Trade Organization,AGO,Party,1994-04-15,1996-10-24,1996-11-23,,
World Trade Organization,ATG,Party,1994-04-15,,1995-01-01,,
World Trade Organization,ARG,Party,1994-04-15,1994-12-29,1995-01-01,,
World Trade Organization,ARM,Party,2002-12-10,2003-01-06,2003-02-05,,
World Trade Organization,AUS,Party,,1994-12-21,1995-01-01,,
World Trade Organization,AUT,Party,1994-04-15,1994-12-06,1995-01-01,,
World Trade Organization,AZE,Observer,,,,,
World Trade Organization,BHS,Observer,,,,,
World Trade Organization,BHR,Party,1994-04-15,1994-07-27,1995-01-01,,
World Trade Organization,BGD,Party,1994-04-15,,1995-01-01,,
World Trade Organization,BRB,Party,1994-04-15,,1995-01-01,,
World Trade Organization,BLR,Observer,,,,,
World Trade Organization,BEL,Party,1994-04-15,1199-12-30,1995-01-01,,
World Trade Organization,BLZ,Party,1994-04-15,,1995-01-01,,
World Trade Organization,BEN,Party,1994-04-15,1996-01-23,1996-02-22,,
World Trade Organization,BTN,Observer,,,,,
World Trade Organization,BOL,Party,1994-04-15,1995-08-13,1995-09-12,,
World Trade Organization,BIH,Observer,,,,,
World Trade Organization,BWA,Party,1994-12-27,1994-12-30,1995-05-31,,
World Trade Organization,BRA,Party,1994-04-15,1994-12-21,1995-01-01,,
World Trade Organization,BRN,Party,1994-04-15,1994-11-16,1995-01-01,,
World Trade Organization,BGR,Party,1996-10-02,1996-11-01,1996-12-01,,
World Trade Organization,BFA,Party,1994-08-01,1995-05-04,1995-06-03,,
World Trade Organization,BDI,Party,1994-12-13,1995-06-23,1995-07-23,,
World Trade Organization,KHM,Party,2003-09-12,2004-09-13,2004-10-13,,
World Trade Organization,CMR,Party,1994-04-15,1995-11-13,1995-12-13,,
World Trade Organization,CAN,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,CPV,Party,2007-12-18,2008-06-23,2008-07-23,,
World Trade Organization,CAF,Party,1994-04-15,,1995-05-31,,
World Trade Organization,TCD,Party,1994-12-08,1996-09-19,1996-10-19,,
World Trade Organization,CHL,Party,1994-04-15,1994-12-28,1995-01-01,,
World Trade Organization,CHN,Party,2001-11-11,2001-11-11,2001-12-11,,
World Trade Organization,HKG,Party,1994-04-15,1994-12-28,1995-01-01,,
World Trade Organization,MAC,Party,1994-04-15,1994-12-23,1995-01-01,,
World Trade Organization,TWN,Party,,2002-01-01,,,
World Trade Organization,COL,Party,1994-04-15,1995-03-31,1995-04-30,,
World Trade Organization,COM,Observer,,,,,
World Trade Organization,COK,Non-party,,,,,
World Trade Organization,CRI,Party,1994-04-15,1994-12-26,1995-01-01,,
World Trade Organization,CIV,Party,1994-04-15,1994-12-29,1995-01-01,,
World Trade Organization,HRV,Party,2000-07-17,2000-10-31,2000-11-30,,
World Trade Organization,CUB,Party,1994-04-15,1995-03-21,1995-04-20,,
World Trade Organization,CUW,Observer,,,,,
World Trade Organization,CYP,Party,1994-04-15,1995-06-30,1995-07-30,,
World Trade Organization,CZE,Party,1994-04-15,1994-12-23,1995-01-01,,
World Trade Organization,COD,Party,1994-04-15,1996-12-02,1997-01-01,,
World Trade Organization,DNK,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,DJI,Party,1995-03-30,,1995-05-31,,
World Trade Organization,DMA,Party,1994-12-22,,1995-01-01,,
World Trade Organization,DOM,Party,1994-04-15,1995-02-07,1995-03-09,,
World Trade Organization,ECU,Party,1995-09-27,1995-12-22,1996-01-21,,
World Trade Organization,EGY,Party,1994-04-15,1995-05-31,1995-06-30,,
World Trade Organization,SLV,Party,1994-04-15,1995-04-07,1995-05-07,,
World Trade Organization,GNQ,Observer,,,,,
World Trade Organization,ERI,Non-party,,,,,
World Trade Organization,EST,Party,1999-05-21,1999-10-14,1999-11-13,,
World Trade Organization,SWZ,Party,1994-10-28,1994-12-28,1995-01-01,,
World Trade Organization,ETH,Observer,,,,,
World Trade Organization,,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,FJI,Party,1994-04-15,1995-12-15,1996-01-14,,
World Trade Organization,FIN,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,FRA,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,GAB,Party,1994-04-15,,1995-01-01,,
World Trade Organization,GMB,Party,1996-09-23,,1996-10-23,,
World Trade Organization,GEO,Party,1999-10-06,2000-05-15,2000-06-14,,
World Trade Organization,DEU,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,GHA,Party,1994-04-15,1994-12-23,1995-01-01,,
World Trade Organization,GRC,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,GRD,Party,1994-04-15,1996-01-23,1996-02-22,,
World Trade Organization,GTM,Party,1994-04-15,1995-06-21,1995-07-21,,
World Trade Organization,GIN,Party,1995-09-25,,1995-10-25,,
World Trade Organization,GNB,Party,1994-04-15,,1995-05-31,,
World Trade Organization,GUY,Party,1994-04-15,,1995-01-01,,
World Trade Organization,HTI,Party,1994-04-15,1995-12-31,1996-01-30,,
World Trade Organization,HND,Party,1994-04-15,1994-12-16,1995-01-01,,
World Trade Organization,HUN,Party,1994-04-15,1994-12-28,1995-01-01,,
World Trade Organization,ISL,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,IND,Party,1994-12-30,,1995-01-01,,
World Trade Organization,IDN,Party,1994-04-15,1994-12-02,1995-01-01,,
World Trade Organization,IRN,Observer,,,,,
World Trade Organization,IRQ,Observer,,,,,
World Trade Organization,IRL,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,ISR,Party,1994-04-15,1995-03-22,1995-04-21,,
World Trade Organization,ITA,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,JAM,Party,1994-04-15,1995-02-07,1995-03-09,,
World Trade Organization,JPN,Party,1994-12-27,,1995-01-01,,
World Trade Organization,JOR,Party,1999-12-17,2000-03-12,2000-04-11,,
World Trade Organization,KAZ,Party,2015-07-27,2015-10-31,2015-11-30,,
World Trade Organization,KEN,Party,1994-04-15,1994-12-23,1995-01-01,,
World Trade Organization,KIR,Non-party,,,,,
World Trade Organization,XXK,Non-party,,,,,
World Trade Organization,KWT,Party,1994-04-15,,1995-01-01,,
World Trade Organization,KGZ,Party,1998-10-14,1998-11-20,1998-12-20,,
World Trade Organization,LAO,Party,2012-10-26,2013-01-03,2013-02-02,,
World Trade Organization,LVA,Party,1998-10-14,1999-01-11,1999-02-10,,
World Trade Organization,LBN,Observer,,,,,
World Trade Organization,LSO,Party,1994-12-21,,1995-05-31,,
World Trade Organization,LBR,Party,2015-12-16,2016-06-14,2016-07-14,,
World Trade Organization,LBY,Observer,,,,,
World Trade Organization,LIE,Party,1994-04-15,1995-08-02,1995-09-01,,
World Trade Organization,LTU,Party,2000-12-08,2001-05-01,2001-05-31,,
World Trade Organization,LUX,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,MDG,Party,1994-04-15,1995-10-18,1995-11-17,,
World Trade Organization,MWI,Party,1994-04-15,1995-01-03,1995-05-31,,
World Trade Organization,MYS,Party,1994-04-15,1994-09-06,1995-01-01,,
World Trade Organization,MDV,Party,1994-04-15,1994-10-12,1995-05-31,,
World Trade Organization,MLI,Party,1994-04-15,,1995-05-31,,
World Trade Organization,MLT,Party,1994-04-15,1994-12-22,1995-01-01,,
World Trade Organization,MHL,Non-party,,,,,
World Trade Organization,MRT,Party,1994-04-15,,1995-05-31,,
World Trade Organization,MUS,Party,1994-04-15,,1995-01-01,,
World Trade Organization,MEX,Party,1994-04-15,1994-08-31,1995-01-01,,
World Trade Organization,FSM,Non-party,,,,,
World Trade Organization,MCO,Non-party,,,,,
World Trade Organization,MNG,Party,1996-07-19,1996-12-30,1997-01-29,,
World Trade Organization,MNE,Party,2011-12-17,2012-03-30,2012-04-29,,
World Trade Organization,MAR,Party,1994-04-15,,1995-01-01,,
World Trade Organization,MOZ,Party,1994-04-15,1995-07-27,1995-08-26,,
World Trade Organization,MMR,Party,1994-04-15,1994-11-29,1995-01-01,,
World Trade Organization,NAM,Party,1994-04-15,,1995-01-01,,
World Trade Organization,NRU,Non-party,,,,,
World Trade Organization,NPL,Party,2003-09-12,2003-03-05,2004-04-23,,
World Trade Organization,NLD,Party,1994-04-15,1994-12-30,1995-01-01,,
World Trade Organization,NCL,Non-party,,,,,
World Trade Organization,NZL,Party,1994-04-15,1994-12-07,1995-01-01,,
World Trade Organization,NIC,Party,1994-04-15,1995-08-04,1995-09-03,,
World Trade Organization,NER,Party,1994-04-15,1996-11-13,1996-12-13,,
World Trade Organization,NGA,Party,1994-04-15,1994-12-06,1995-01-01,,
World Trade Organization,NIU,Non-party,,,,,
World Trade Organization,PRK,Non-party,,,,,
World Trade Organization,MKD,Party,2002-10-15,2003-03-05,2003-04-04,,
World Trade Organization,NOR,Party,1994-04-15,1994-12-07,1995-01-01,,
